Week_Starting,Campaign_Name,Channel,Budget,Impressions,Clicks,Click_Through_Rate,Leads_Generated,New_Customers,Conversion_Rate,Revenue_Generated,Customer_Acquisition_Cost,Return_on_Ad_Spend,Cost_Per_Click,Lead_Quality_Score,Engagement_Score
2023-10-29,Partner Referral,Digital Advertising,7671,61368,1474,2.402,243,43,2.917,339055,178.4,44.2,5.2,7.9,83.8
2023-10-29,SEO Organic,Social Media,2229,24519,1102,4.494,217,55,4.991,126610,40.53,56.8,2.02,7.8,77.6
2023-10-29,YouTube Ads,Social Media,13012,104096,4112,3.95,352,42,1.021,136164,309.81,10.46,3.16,7.6,73.6
2023-10-29,Retargeting,Organic,8342,66736,1458,2.185,123,13,0.892,29952,641.69,3.59,5.72,6.6,94.6
2023-10-29,Influencer Marketing,Email Marketing,12079,169106,4584,2.711,493,116,2.531,387092,104.13,32.05,2.64,7.2,93.5
2023-11-05,Google Ads - Enterprise,Email Marketing,7072,106080,4397,4.145,278,51,1.16,145095,138.67,20.52,1.61,9.1,93.3
2023-11-05,Facebook - SMB,Digital Advertising,23531,235310,6752,2.869,958,127,1.881,862330,185.28,36.65,3.49,9.5,72.0
2023-11-05,LinkedIn - B2B,Partnerships,6949,90337,4309,4.77,635,140,3.249,556360,49.64,80.06,1.61,8.0,71.9
2023-11-05,Email Campaign,Partnerships,4151,49812,849,1.704,70,9,1.06,24327,461.22,5.86,4.89,8.8,75.5
2023-11-05,Content Marketing,Partnerships,7739,92868,1143,1.231,223,61,5.337,359229,126.87,46.42,6.77,9.3,94.8
2023-11-05,Webinar Series,Partnerships,14570,189410,3211,1.695,351,88,2.741,214896,165.57,14.75,4.54,8.6,69.6
2023-11-05,Trade Show,Organic,10180,152700,6510,4.263,544,78,1.198,310830,130.51,30.53,1.56,8.1,82.8
2023-11-05,Partner Referral,Digital Advertising,14410,187330,6220,3.32,396,109,1.752,263671,132.2,18.3,2.32,7.3,68.9
2023-11-05,SEO Organic,Content Marketing,4573,41157,1874,4.553,362,98,5.229,243628,46.66,53.28,2.44,8.9,84.7
2023-11-05,YouTube Ads,Email Marketing,10990,109900,3520,3.203,221,40,1.136,306680,274.75,27.91,3.12,7.6,72.8
2023-11-05,Retargeting,Organic,11290,169350,6593,3.893,820,95,1.441,684000,118.84,60.58,1.71,7.2,85.5
2023-11-05,Influencer Marketing,Email Marketing,10336,124032,1618,1.305,287,57,3.523,369075,181.33,35.71,6.39,7.9,82.8
2023-11-12,Google Ads - Enterprise,Content Marketing,15624,171864,7387,4.298,754,177,2.396,1104303,88.27,70.68,2.12,8.2,73.0
2023-11-12,Facebook - SMB,Social Media,24875,248750,11229,4.514,1904,441,3.927,1547028,56.41,62.19,2.22,9.1,91.0
2023-11-12,LinkedIn - B2B,Events,6898,96572,3702,3.833,649,155,4.187,822585,44.5,119.25,1.86,8.5,83.6
2023-11-12,Email Campaign,Organic,4992,54912,2202,4.01,162,44,1.998,250096,113.45,50.1,2.27,9.1,65.9
2023-11-12,Content Marketing,Events,13187,171431,7377,4.303,511,85,1.152,503965,155.14,38.22,1.79,8.7,69.8
2023-11-12,Webinar Series,Events,12758,140338,5995,4.272,1048,211,3.52,713602,60.46,55.93,2.13,6.5,73.6
2023-11-12,Trade Show,Social Media,5169,56859,1971,3.466,388,87,4.414,665115,59.41,128.67,2.62,7.3,84.0
2023-11-12,Partner Referral,Events,14124,183612,5802,3.16,968,117,2.017,641511,120.72,45.42,2.43,8.8,81.2
2023-11-12,SEO Organic,Email Marketing,3964,43604,2115,4.85,214,48,2.27,345792,82.58,87.23,1.87,9.3,68.1
2023-11-12,YouTube Ads,Email Marketing,12256,171584,8148,4.749,1248,141,1.73,795381,86.92,64.9,1.5,7.4,86.2
2023-11-12,Retargeting,Partnerships,9326,74608,947,1.269,130,21,2.218,110271,444.1,11.82,9.85,8.4,66.4
2023-11-12,Influencer Marketing,Partnerships,4600,46000,2063,4.485,404,118,5.72,606520,38.98,131.85,2.23,8.7,68.9
2023-11-19,Google Ads - Enterprise,Social Media,22534,292942,11814,4.033,634,66,0.559,134574,341.42,5.97,1.91,7.5,79.7
2023-11-19,Facebook - SMB,Partnerships,10631,148834,6074,4.081,926,175,2.881,1223600,60.75,115.1,1.75,7.3,94.9
2023-11-19,LinkedIn - B2B,Partnerships,14759,206626,5588,2.704,657,87,1.557,493203,169.64,33.42,2.64,8.9,85.8
2023-11-19,Email Campaign,Content Marketing,1596,19152,360,1.88,22,5,1.389,25455,319.2,15.95,4.43,8.5,73.2
2023-11-19,Content Marketing,Events,11039,154546,7423,4.803,539,100,1.347,460900,110.39,41.75,1.49,9.3,77.6
2023-11-19,Webinar Series,Digital Advertising,6407,76884,2732,3.553,299,46,1.684,275034,139.28,42.93,2.35,9.5,77.3
2023-11-19,Trade Show,Digital Advertising,7837,94044,4303,4.576,363,51,1.185,290700,153.67,37.09,1.82,6.6,84.6
2023-11-19,Partner Referral,Content Marketing,3685,29480,729,2.473,130,25,3.429,84300,147.4,22.88,5.05,9.4,70.6
2023-11-19,SEO Organic,Digital Advertising,3300,29700,1328,4.471,221,56,4.217,149576,58.93,45.33,2.48,9.0,87.8
2023-11-19,YouTube Ads,Digital Advertising,6306,56754,1989,3.505,138,14,0.704,83496,450.43,13.24,3.17,9.3,83.5
2023-11-19,Retargeting,Events,2350,32900,1377,4.185,168,20,1.452,147420,117.5,62.73,1.71,6.9,85.6
2023-11-19,Influencer Marketing,Social Media,12161,182415,4963,2.721,397,78,1.572,598494,155.91,49.21,2.45,6.7,82.5
2023-11-26,Google Ads - Enterprise,Events,14425,115400,2395,2.075,406,65,2.714,176475,221.92,12.23,6.02,7.9,65.3
2023-11-26,Facebook - SMB,Content Marketing,19720,295800,3815,1.29,415,81,2.123,266328,243.46,13.51,5.17,8.3,73.7
2023-11-26,LinkedIn - B2B,Content Marketing,11505,149565,5653,3.78,1011,258,4.564,1039224,44.59,90.33,2.04,6.6,79.4
2023-11-26,Email Campaign,Organic,2757,30327,430,1.418,37,11,2.558,54087,250.64,19.62,6.41,6.9,80.0
2023-11-26,Content Marketing,Digital Advertising,5572,50148,1741,3.472,270,57,3.274,180405,97.75,32.38,3.2,6.5,74.8
2023-11-26,Webinar Series,Social Media,13828,124452,3821,3.07,241,41,1.073,207624,337.27,15.01,3.62,6.6,67.4
2023-11-26,Trade Show,Partnerships,10232,102320,2647,2.587,185,39,1.473,219453,262.36,21.45,3.87,8.6,89.0
2023-11-26,Partner Referral,Partnerships,5854,76102,1370,1.8,102,12,0.876,33456,487.83,5.72,4.27,8.4,86.2
2023-11-26,SEO Organic,Organic,3239,45346,510,1.125,97,10,1.961,52410,323.9,16.18,6.35,8.1,86.3
2023-11-26,YouTube Ads,Events,13725,123525,5538,4.483,870,226,4.081,831906,60.73,60.61,2.48,7.5,89.4
2023-11-26,Retargeting,Partnerships,10374,124488,1643,1.32,302,63,3.834,202923,164.67,19.56,6.31,9.0,78.6
2023-11-26,Influencer Marketing,Events,2291,18328,655,3.574,84,20,3.053,105600,114.55,46.09,3.5,6.7,66.8
2023-12-03,Google Ads - Enterprise,Partnerships,13561,122049,2426,1.988,179,49,2.02,182868,276.76,13.48,5.59,7.2,94.3
2023-12-03,Facebook - SMB,Organic,6403,96045,2254,2.347,174,44,1.952,167816,145.52,26.21,2.84,8.5,79.9
2023-12-03,LinkedIn - B2B,Partnerships,5439,65268,2102,3.221,331,48,2.284,236160,113.31,43.42,2.59,9.5,94.2
2023-12-03,Email Campaign,Email Marketing,3387,30483,1097,3.599,87,20,1.823,141200,169.35,41.69,3.09,6.7,65.9
2023-12-03,Content Marketing,Digital Advertising,3812,49556,1006,2.03,120,32,3.181,196448,119.12,51.53,3.79,8.7,87.3
2023-12-03,Webinar Series,Social Media,7417,89004,2404,2.701,244,42,1.747,265986,176.6,35.86,3.09,9.5,66.2
2023-12-03,Trade Show,Content Marketing,2697,32364,1446,4.468,197,36,2.49,165384,74.92,61.32,1.87,8.7,79.6
2023-12-03,Partner Referral,Organic,10562,84496,3796,4.493,702,129,3.398,333207,81.88,31.55,2.78,7.3,82.8
2023-12-03,SEO Organic,Partnerships,1798,17980,835,4.644,68,15,1.796,87375,119.87,48.6,2.15,8.4,87.0
2023-12-03,YouTube Ads,Events,13530,175890,2684,1.526,422,118,4.396,801456,114.66,59.24,5.04,7.0,72.1
2023-12-03,Retargeting,Events,5903,47224,2307,4.885,177,47,2.037,183018,125.6,31.0,2.56,8.0,72.4
2023-12-03,Influencer Marketing,Events,11311,101799,4563,4.482,532,107,2.345,720645,105.71,63.71,2.48,7.6,82.8
2023-12-10,Google Ads - Enterprise,Partnerships,7974,79740,1318,1.653,143,42,3.187,301224,189.86,37.78,6.05,7.3,84.7
2023-12-10,Facebook - SMB,Social Media,22906,206154,4743,2.301,787,99,2.087,730818,231.37,31.91,4.83,9.4,78.6
2023-12-10,LinkedIn - B2B,Digital Advertising,2001,24012,466,1.941,28,3,0.644,23727,667.0,11.86,4.29,8.1,75.1
2023-12-10,Email Campaign,Organic,2767,30437,1313,4.314,150,22,1.676,76208,125.77,27.54,2.11,8.4,86.2
2023-12-10,Content Marketing,Organic,8842,114946,1917,1.668,144,15,0.782,71520,589.47,8.09,4.61,8.7,84.9
2023-12-10,Webinar Series,Email Marketing,2066,20660,598,2.894,105,27,4.515,190701,76.52,92.3,3.45,8.3,91.0
2023-12-10,Trade Show,Organic,13362,160344,2923,1.823,195,30,1.026,74310,445.4,5.56,4.57,6.7,80.9
2023-12-10,Partner Referral,Organic,9601,105611,5012,4.746,280,34,0.678,224502,282.38,23.38,1.92,7.9,93.0
2023-12-10,SEO Organic,Organic,3874,34866,789,2.263,99,10,1.267,43350,387.4,11.19,4.91,6.9,94.6
2023-12-10,YouTube Ads,Social Media,9797,78376,3809,4.86,193,56,1.47,343784,174.95,35.09,2.57,8.4,91.0
2023-12-10,Retargeting,Email Marketing,12872,180208,5079,2.818,646,127,2.5,364236,101.35,28.3,2.53,8.5,69.2
2023-12-10,Influencer Marketing,Content Marketing,4593,50523,565,1.118,54,13,2.301,26143,353.31,5.69,8.13,7.1,85.2
2023-12-17,Google Ads - Enterprise,Partnerships,21174,254088,12398,4.879,794,186,1.5,730608,113.84,34.5,1.71,7.8,91.0
2023-12-17,Facebook - SMB,Email Marketing,24500,367500,6279,1.709,966,258,4.109,937056,94.96,38.25,3.9,9.3,85.5
2023-12-17,LinkedIn - B2B,Email Marketing,11032,154448,4615,2.988,658,180,3.9,861480,61.29,78.09,2.39,8.2,65.9
2023-12-17,Email Campaign,Events,4129,57806,2730,4.723,418,98,3.59,718046,42.13,173.9,1.51,7.1,84.8
2023-12-17,Content Marketing,Social Media,11824,165536,4263,2.575,629,76,1.783,425904,155.58,36.02,2.77,8.5,95.0
2023-12-17,Webinar Series,Organic,2434,31642,377,1.191,74,13,3.448,72995,187.23,29.99,6.46,9.1,88.5
2023-12-17,Trade Show,Partnerships,14698,191074,6244,3.268,1003,276,4.42,1822428,53.25,123.99,2.35,7.7,74.8
2023-12-17,Partner Referral,Partnerships,14075,126675,4649,3.67,795,200,4.302,1329600,70.38,94.47,3.03,8.9,78.1
2023-12-17,SEO Organic,Digital Advertising,1461,11688,499,4.269,33,6,1.202,29202,243.5,19.99,2.93,6.5,74.7
2023-12-17,YouTube Ads,Partnerships,2741,41115,1013,2.464,110,26,2.567,180232,105.42,65.75,2.71,7.7,78.5
2023-12-17,Retargeting,Organic,12968,194520,3793,1.95,402,58,1.529,170288,223.59,13.13,3.42,6.7,83.1
2023-12-17,Influencer Marketing,Content Marketing,11941,131351,4824,3.673,689,132,2.736,407880,90.46,34.16,2.48,7.6,90.9
2023-12-24,Google Ads - Enterprise,Content Marketing,12400,161200,4959,3.076,604,63,1.27,410508,196.83,33.11,2.5,7.5,76.4
2023-12-24,Facebook - SMB,Digital Advertising,9655,96550,2505,2.595,343,70,2.794,440230,137.93,45.6,3.85,8.3,87.9
2023-12-24,LinkedIn - B2B,Email Marketing,8988,89880,3821,4.251,602,175,4.58,1397725,51.36,155.51,2.35,6.6,70.9
2023-12-24,Email Campaign,Partnerships,4134,41340,425,1.028,62,17,4.0,74987,243.18,18.14,9.73,7.2,92.8
2023-12-24,Content Marketing,Content Marketing,2455,24550,304,1.238,57,9,2.961,71064,272.78,28.95,8.08,6.8,79.6
2023-12-24,Webinar Series,Content Marketing,4667,56004,1135,2.027,105,16,1.41,107744,291.69,23.09,4.11,8.9,81.2
2023-12-24,Trade Show,Organic,6925,90025,2021,2.245,286,69,3.414,281727,100.36,40.68,3.43,7.3,77.4
2023-12-24,Partner Referral,Partnerships,13930,195020,2901,1.488,223,52,1.792,390416,267.88,28.03,4.8,7.0,80.8
2023-12-24,SEO Organic,Email Marketing,3753,56295,2159,3.835,142,30,1.39,181560,125.1,48.38,1.74,7.3,93.9
2023-12-24,YouTube Ads,Organic,14602,204428,5998,2.934,1025,215,3.585,826245,67.92,56.58,2.43,6.6,84.0
2023-12-24,Retargeting,Events,13415,187810,9025,4.805,1265,333,3.69,1136196,40.29,84.7,1.49,9.2,71.8
2023-12-24,Influencer Marketing,Events,5437,76118,1406,1.847,199,36,2.56,220464,151.03,40.55,3.87,9.0,92.0
2023-12-31,Google Ads - Enterprise,Partnerships,23526,305838,7381,2.413,631,161,2.181,810474,146.12,34.45,3.19,7.3,89.7
2023-12-31,Facebook - SMB,Partnerships,21415,299810,8079,2.695,1212,144,1.782,905040,148.72,42.26,2.65,8.4,78.6
2023-12-31,LinkedIn - B2B,Content Marketing,7491,82401,2757,3.346,207,51,1.85,198288,146.88,26.47,2.72,9.1,71.5
2023-12-31,Email Campaign,Social Media,2575,38625,534,1.383,28,6,1.124,32220,429.17,12.51,4.82,8.3,81.4
2023-12-31,Content Marketing,Partnerships,7819,93828,1808,1.927,196,42,2.323,310044,186.17,39.65,4.32,8.0,94.6
2023-12-31,Webinar Series,Digital Advertising,8628,129420,2000,1.545,308,55,2.75,266530,156.87,30.89,4.31,7.8,86.5
2023-12-31,Trade Show,Content Marketing,12181,182715,6887,3.769,1368,171,2.483,1278909,71.23,104.99,1.77,6.8,86.7
2023-12-31,Partner Referral,Content Marketing,7761,108654,3600,3.313,328,38,1.056,216562,204.24,27.9,2.16,6.8,91.8
2023-12-31,SEO Organic,Partnerships,1558,18696,330,1.765,32,4,1.212,16068,389.5,10.31,4.72,7.6,67.1
2023-12-31,YouTube Ads,Email Marketing,3415,34150,1050,3.075,63,16,1.524,50288,213.44,14.73,3.25,7.2,81.2
2023-12-31,Retargeting,Digital Advertising,9375,121875,5509,4.52,813,167,3.031,574480,56.14,61.28,1.7,7.5,75.0
2023-12-31,Influencer Marketing,Digital Advertising,3467,48538,1785,3.678,355,82,4.594,280358,42.28,80.86,1.94,8.2,86.9
